TS,HAx,HAy,HAz,BAx,BAy,BAz,Gx,Gy,Gz,f0,f1,f2,f3,f4,f5,f6,f7,V_US,V_LC,roll,pitch,sstat
12:32:19:784,-0.171875,-0.07922363,0.9891357,-0.1640625,-0.0009765625,1.15918,-0.8224487,5.794525,-13.18161,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,24,0,-3.939983,-9.230565,0
12:32:19:817,-0.2005615,-0.08081055,0.984375,-0.1572266,0.01074219,1.148438,-0.5532837,5.734711,-12.47879,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,8,0,-3.952575,-10.81583,0
12:32:19:849,-0.1821289,-0.06066895,0.932251,-0.1640625,-0.03808594,1.154297,-1.629944,6.325378,-8.478699,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,6,0,-3.303039,-11.08321,0
12:32:19:880,-0.2340088,-0.07666016,0.9942627,-0.1601563,-0.01269531,1.152344,-1.831818,4.433746,-11.00586,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,18,0,-3.587991,-12.39001,0
12:32:19:912,-0.229248,-0.0723877,0.9517822,-0.1552734,-0.03222656,1.148438,-2.13089,3.431854,-13.35358,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,6,0,-3.64881,-13.18863,0
12:32:19:944,-0.2486572,-0.07092285,0.986084,-0.1630859,-0.03027344,1.147461,-1.59256,2.31781,-15.75363,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,12,0,-3.324289,-13.40581,0
12:32:19:976,-0.2536621,-0.08862305,1.053345,-0.1757813,-0.00390625,1.138672,-2.272949,1.75705,-14.07135,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,18,0,-3.719631,-11.95359,0
12:32:20:8,-0.1896973,-0.08825684,1.019287,-0.1767578,-0.00390625,1.155273,-3.379517,0.08224487,-5.203857,176.6706,89.97765,288.133,845.4448,102.3624,0,0,164.2859,8,0,-4.108656,-9.552808,0
12:32:20:41,-0.1373291,-0.1184082,1.01416,-0.1650391,0,1.15918,-3.065491,0.3289795,-2.078552,176.6706,89.97765,275.7483,845.4448,89.97765,0,0,164.2859,6,0,-5.799294,-6.827882,0
12:32:20:72,-0.1351318,-0.1184082,1.01416,-0.1494141,-0.015625,1.15625,-3.551483,0.8224487,-2.243042,176.6706,102.3624,288.133,845.4448,89.97765,0,0,151.9012,6,0,-5.81017,-6.719643,0
12:32:20:104,-0.02233887,-0.2462158,0.9848633,-0.1220703,-0.001953125,1.160156,-2.235565,3.454285,-0.2243042,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,6,0,-13.93524,-1.052301,0
12:32:20:135,0.04943848,-0.28479,0.9162598,-0.1083984,0.005859375,1.169922,0.7327271,8.538513,-7.536621,176.6706,102.3624,288.133,845.4448,102.3624,0,0,164.2859,6,0,-17.76335,2.517777,0
