TS,HAx,HAy,HAz,BAx,BAy,BAz,Gx,Gy,Gz,f0,f1,f2,f3,f4,f5,f6,f7,V_US,V_LC,roll,pitch,sstat
11:19:49:492,-0.227417,0.1341553,0.755249,-0.09472656,0.05371094,0.9873047,-30.32593,-34.85687,9.854431,189.0553,89.97765,362.4412,969.2918,77.59294,0,0,164.2859,18,0,9.545145,-17.88906,0
11:19:49:578,-0.08508301,-0.04980469,0.8930664,-0.3876953,-0.125,1.09375,-34.83444,-27.71652,-7.835693,176.6706,89.97765,411.98,932.1377,65.20824,0,0,151.9012,22,0,-3.229563,-5.733741,0
11:19:49:614,-0.08728027,-0.1011963,0.9361572,-0.4931641,-0.1884766,1.149414,-30.12405,-21.99677,-7.170258,176.6706,89.97765,411.98,919.753,77.59294,0,0,164.2859,22,0,-5.994732,-5.101918,0
11:19:49:641,-0.06347656,-0.2098389,0.9909668,-0.5947266,-0.2724609,1.148438,-21.91452,-11.65634,4.785156,176.6706,89.97765,411.98,932.1377,65.20824,0,0,164.2859,22,0,-11.34895,-3.048617,0
11:19:49:673,-0.1678467,-0.2130127,1.009155,-0.7519531,-0.5009766,1.082031,-8.830109,3.357086,25.95947,176.6706,89.97765,436.7494,932.1377,65.20824,0,0,164.2859,510,0,-10.18008,-7.761856,0
11:19:49:705,-0.1590576,-0.1846924,0.9465332,-0.8095703,-0.5478516,1.069336,-5.233765,8.3815,28.52402,176.6706,89.97765,449.1342,932.1377,65.20824,0,0,164.2859,510,0,-9.929955,-8.373322,0
11:19:49:737,-0.2553711,-0.1483154,0.8969727,-0.1757813,-0.06640625,1.068359,6.676788,25.06226,31.51474,176.6706,89.97765,461.5189,932.1377,65.20824,0,0,164.2859,16,0,-7.965639,-15.00274,0
11:19:49:769,-0.2642822,-0.1083984,0.987915,0.265625,0.06152344,1.273438,7.753448,23.00613,27.8212,176.6706,89.97765,461.5189,932.1377,65.20824,0,0,164.2859,510,0,-4.994952,-13.69702,0
11:19:49:800,0.6450195,-0.4754639,2.125122,-0.3583984,0.03417969,1.999023,0.1196289,16.89011,17.44339,176.6706,89.97765,585.3659,944.5224,65.20824,0,0,164.2859,16,0,-5.263425,7.363005,0
11:19:49:833,-0.284668,-0.2932129,0.7860107,0.1679688,-0.1953125,1.146484,6.235657,30.46051,-3.058014,176.6706,89.97765,535.8271,944.5224,65.20824,0,0,164.2859,14,0,-17.9988,-17.35244,0
11:19:49:865,-0.3879395,-0.161499,0.71521,0.1328125,-0.2431641,1.154297,5.263672,22.57248,41.87759,176.6706,89.97765,585.3659,956.9071,65.20824,0,0,164.2859,14,0,-10.17901,-29.95967,0
11:19:49:897,-0.2197266,-0.135498,0.9338379,-0.006835938,-0.1064453,1.131836,6.078644,24.42673,16.14243,176.6706,89.97765,597.7506,981.6765,65.20824,0,0,164.2859,14,0,-7.07466,-12.30243,0
11:19:49:929,-0.2991943,-0.2192383,0.9909668,-0.1171875,-0.03222656,1.15625,7.342224,21.61545,6.803894,176.6706,89.97765,610.1353,1006.446,65.20824,0,0,151.9012,12,0,-9.710303,-13.986,0
11:19:49:961,-0.2562256,-0.2127686,0.9677734,-0.05664063,-0.08984375,1.154297,8.770294,20.86777,5.652466,176.6706,89.97765,634.9047,1018.831,77.59294,0,0,151.9012,8,0,-10.11381,-12.56745,0
11:19:49:992,-0.1802979,-0.005493164,0.9523926,-0.125,-0.04003906,1.139648,8.045044,21.36124,-2.601929,176.6706,89.97765,647.2894,1068.37,77.59294,0,0,151.9012,8,0,-0.2894492,-11.17638,0
11:19:50:25,-0.2529297,0.2019043,0.9295654,-0.1552734,-0.078125,1.123047,3.215027,20.51636,0.3813171,176.6706,89.97765,709.213,1142.678,77.59294,0,0,151.9012,10,0,10.24572,-13.34778,0
11:19:50:57,-0.2233887,0.255249,0.9390869,-0.1757813,-0.05566406,1.124023,-0.5607605,19.84344,6.265564,176.6706,89.97765,733.9824,1155.062,77.59294,0,0,151.9012,12,0,13.00377,-11.11417,0
