TS,HAx,HAy,HAz,BAx,BAy,BAz,Gx,Gy,Gz,f0,f1,f2,f3,f4,f5,f6,f7,V_US,V_LC,roll,pitch,sstat
12:5:4:745,-0.006591797,-0.03527832,0.9822998,-0.09277344,0.1201172,1.147461,1.644897,6.377716,-6.661835,189.0553,213.8247,436.7494,1155.062,164.2859,0,0,164.2859,126,2.55627,-2.079672,-0.3776045,0
12:5:4:889,0.05957031,-0.05895996,0.9793701,-0.06933594,0.09375,1.148438,1.831818,10.95352,12.04514,189.0553,164.2859,436.7494,1117.908,151.9012,0,0,164.2859,126,2.55627,-3.312332,3.348546,0
12:5:4:920,0.05432129,-0.1002197,1.005127,-0.09472656,0.1181641,1.146484,2.594452,11.53671,10.72174,189.0553,164.2859,436.7494,1117.908,151.9012,0,0,164.2859,126,2.55627,-5.377876,2.800452,0
12:5:4:951,0.130127,-0.07446289,0.9730225,-0.1103516,0.1464844,1.163086,3.446808,14.01901,0.3738403,189.0553,176.6706,424.3647,1093.139,151.9012,0,0,164.2859,126,2.55627,-3.955456,7.261559,0
12:5:4:984,0.07727051,-0.05078125,1.009644,-0.0859375,0.08984375,1.15625,4.680481,17.44339,-19.37988,176.6706,201.44,411.98,1080.754,164.2859,0,0,164.2859,126,2.002123,-2.651231,4.129848,0
12:5:5:15,-0.05273438,-0.02319336,1.008057,-0.0390625,0.1591797,1.167969,5.293579,18.79669,-27.8212,176.6706,275.7483,399.5953,1080.754,176.6706,0,0,164.2859,126,0.878841,-1.243014,-2.904513,0
12:5:5:47,-0.1489258,-0.005737305,1.125977,0.1464844,0.2734375,1.404297,4.201965,14.40781,-8.725433,164.2859,498.673,411.98,1093.139,189.0553,0,0,164.2859,126,0,-0.2320253,-6.669681,0
12:5:5:80,-0.1108398,0.05969238,1.101318,0.0546875,1.079102,1.350586,1.016846,1.390686,7.686157,164.2859,622.52,399.5953,1105.524,213.8247,0,0,164.2859,124,0,2.581928,-4.977759,0
12:5:5:125,-0.006835938,-0.0390625,1.006836,0.1875,0.9648438,1.263672,3.828125,-31.34277,-15.33493,164.2859,783.5212,399.5953,1117.908,213.8247,0,0,176.6706,124,0,-2.191969,-0.3720288,0
12:5:5:156,0.06384277,-0.03979492,0.9627686,0.1796875,0.8984375,1.246094,4.523468,-40.90561,-19.54437,164.2859,733.9824,411.98,1117.908,213.8247,0,0,176.6706,124,0,-2.300095,3.778368,0
12:5:5:188,0.1999512,0.003173828,0.8842773,0.140625,0.7060547,1.214844,5.024414,-51.70212,-23.87344,164.2859,572.9812,399.5953,1117.908,213.8247,0,0,164.2859,124,0,0.1851989,14.28811,0
12:5:5:714,-0.536499,-0.09863281,0.4647217,0.4052734,0.6777344,0.7666016,1.271057,44.71878,5.68985,189.0553,151.9012,387.2106,1105.524,201.44,0,0,164.2859,236,0,-7.46773,-59.61296,0
12:5:5:745,-0.2745361,-0.2144775,0.802002,0.06933594,0.8818359,0.8417969,1.929016,30.12405,20.71823,189.0553,151.9012,399.5953,1130.293,189.0553,0,0,164.2859,240,0,-13.154,-17.74934,0
12:5:5:778,0.2373047,-0.07873535,1.242065,-0.3007813,0.1875,1.331055,0.3962708,33.26431,-0.5308533,189.0553,151.9012,411.98,1142.678,201.44,0,0,164.2859,240,0,-2.532689,8.326259,0
12:5:5:809,0.1938477,0.05175781,0.9914551,-0.06640625,0.2734375,1.124023,1.936493,34.31107,5.323486,201.44,139.5165,411.98,1142.678,189.0553,0,0,164.2859,244,0,2.518284,10.61076,0
12:5:5:841,0.1761475,0.03442383,0.9224854,-0.015625,0.1982422,1.121094,-0.2093506,36.35223,-2.706604,189.0553,151.9012,424.3647,1155.062,189.0553,0,0,164.2859,248,0,1.919532,11.25186,0
12:5:5:873,0.1636963,-0.002929688,0.9632568,-0.0703125,0.1914063,1.155273,0.2841187,37.14478,4.254303,189.0553,151.9012,436.7494,1179.832,189.0553,0,0,164.2859,250,0,-0.1537784,9.974464,0
12:5:5:905,0.05944824,-0.08251953,0.9456787,-0.03125,0.1708984,1.139648,-0.5084229,39.86633,3.192596,189.0553,176.6706,424.3647,1204.601,189.0553,0,0,164.2859,240,0,-4.944948,3.482638,0
12:5:5:937,0.002319336,-0.08374023,0.9929199,-0.09472656,0.09960938,1.157227,-2.115936,40.7486,-16.56113,176.6706,300.5177,424.3647,1229.371,189.0553,0,0,176.6706,226,0.3096074,-4.843637,0.1242373,0
12:5:5:969,-0.04638672,-0.08752441,0.9552002,-0.09082031,0.06933594,1.15625,0.7925415,41.33179,-20.65842,176.6706,362.4412,411.98,1229.371,189.0553,0,0,164.2859,210,1.443,-5.215843,-2.65604,0
12:5:6:2,-0.09301758,-0.0970459,0.9598389,-0.09765625,0.07617188,1.152344,0.6803894,41.12244,-19.18549,176.6706,387.2106,411.98,1229.371,189.0553,0,0,164.2859,204,2.556271,-5.465249,-5.219067,0
12:5:6:82,-0.1159668,-0.09301758,0.9122314,-0.1347656,0.046875,1.15918,2.706604,37.88498,-4.762726,176.6706,622.52,424.3647,1241.755,176.6706,0,0,164.2859,166,5.254224,-5.603132,-7.144456,0
12:5:6:113,-0.1308594,-0.09216309,0.989502,-0.1220703,0.01171875,1.162109,2.960815,37.71301,-10.07874,176.6706,647.2894,436.7494,1229.371,176.6706,0,0,176.6706,152,6.816667,-4.746483,-6.964331,0
12:5:6:145,-0.1473389,-0.06445313,0.9683838,-0.1416016,-0.0009765625,1.155273,3.035583,38.44574,-13.39844,176.6706,684.4435,424.3647,1229.371,176.6706,0,0,164.2859,148,6.816667,-3.399261,-8.363286,0
12:5:6:285,-0.2174072,-0.09179688,0.9072266,-0.1816406,-0.1015625,1.132813,5.330963,41.98227,-14.99847,164.2859,870.2142,411.98,1105.524,176.6706,0,0,176.6706,106,6.816667,-5.041956,-13.36785,0
12:5:6:892,0.4229736,-0.09289551,1.056152,-0.3994141,-0.5625,1.207031,-11.21521,-37.18216,-5.839386,176.6706,89.97765,350.0565,981.6765,213.8247,0,0,164.2859,188,6.816667,-3.45551,19.29216,0
12:5:6:923,0.3614502,-0.08825684,0.9984131,-0.3984375,-0.5400391,1.101563,-10.59464,-30.17639,-7.499237,176.6706,89.97765,350.0565,981.6765,213.8247,0,0,164.2859,184,6.816667,-3.71768,18.42331,0
12:5:6:955,0.2408447,-0.1373291,0.8995361,-0.4140625,-0.5507813,1.029297,-7.394562,-1.914063,1.600037,176.6706,89.97765,362.4412,994.0612,226.2094,0,0,164.2859,172,6.816667,-7.451328,14.27648,0
12:5:6:987,0.1530762,-0.1422119,0.918457,-0.4052734,-0.5078125,1.023438,-5.196381,15.73868,9.375916,176.6706,89.97765,362.4412,994.0612,226.2094,0,0,164.2859,164,4.724164,-8.120797,8.826682,0
12:5:7:19,0.1442871,-0.1381836,0.9261475,-0.3945313,-0.4882813,1.070313,-3.200073,26.73706,9.62265,176.6706,89.97765,362.4412,1006.446,238.5941,0,0,164.2859,158,0,-7.851725,8.243449,0
12:5:7:52,0.1346436,-0.1141357,0.9689941,-0.3876953,-0.4394531,1.155273,-0.6280518,37.82516,2.990723,176.6706,89.97765,362.4412,1018.831,238.5941,0,0,164.2859,158,0,-6.06843,7.286093,0
12:5:7:84,-0.04272461,-0.06811523,1.062256,-0.2822266,-0.3896484,1.311523,3.37204,65.07813,-28.38943,176.6706,89.97765,362.4412,1043.6,250.9788,0,0,164.2859,150,0,-3.328736,-2.045043,0
12:5:7:115,-0.09216309,-0.03234863,1.104858,-0.05078125,-0.1083984,1.999023,-2.796326,43.98605,-32.08298,164.2859,77.59294,399.5953,1179.832,238.5941,0,0,164.2859,52,0,-1.411456,-4.206552,0
12:5:7:147,-0.7122803,-0.1591797,0.109375,0.05859375,1.999023,1.657227,7.312317,52.89093,-52.18811,164.2859,89.97765,362.4412,1117.908,238.5941,0,0,164.2859,510,0,-12.39581,-76.48941,0
12:5:7:179,-0.2312012,-0.1531982,0.7816162,-0.2353516,1.500977,1.388672,0.2616882,41.99722,-8.082428,176.6706,102.3624,362.4412,1142.678,238.5941,0,0,164.2859,510,0,-10.31042,-16.83429,0
12:5:7:211,0.04370117,-0.1108398,1.152832,0.3603516,0.6728516,1.185547,0.9869385,37.27188,0.2616882,176.6706,114.7471,387.2106,1167.447,238.5941,0,0,164.2859,24,0,-4.616305,1.738448,0
12:5:7:244,0.1533203,-0.1087646,0.9307861,0.03417969,0.1806641,1.12793,4.037476,40.7486,-11.24512,176.6706,127.1318,399.5953,1167.447,238.5941,0,0,164.2859,124,0,-6.088442,8.935521,0
12:5:7:275,0.1229248,-0.03430176,0.9169922,0.03808594,0.2373047,1.131836,4.553375,40.95795,-26.46042,176.6706,127.1318,411.98,1167.447,238.5941,0,0,164.2859,126,0,-2.038305,7.995299,0
12:5:7:307,0.08398438,0.03283691,0.9082031,-0.08691406,0.1835938,1.131836,1.94397,40.91309,-19.97055,176.6706,127.1318,411.98,1167.447,226.2094,0,0,164.2859,156,0.878841,2.069281,5.592663,0
12:5:7:339,0.03430176,0.05041504,0.9189453,0.04199219,0.3046875,1.112305,1.831818,39.87381,-2.915955,176.6706,139.5165,411.98,1167.447,226.2094,0,0,164.2859,178,2.002123,3.283489,2.195148,0
12:5:7:372,-0.05749512,-0.01062012,0.9018555,-0.05078125,0.1210938,1.163086,-2.818756,37.61581,-3.551483,176.6706,189.0553,411.98,1192.217,226.2094,0,0,164.2859,226,3.105495,-0.6987033,-3.991557,0
12:5:7:403,-0.07092285,-0.01550293,0.9228516,-0.0625,0.1044922,1.152344,-2.459869,37.51114,-18.8266,176.6706,226.2094,411.98,1192.217,226.2094,0,0,164.2859,240,3.649848,-0.9627034,-4.675683,0
12:5:7:435,-0.1356201,-0.03088379,0.9661865,-0.0703125,0.03710938,1.152344,-1.831818,34.66248,-18.8266,176.6706,288.133,424.3647,1216.986,213.8247,0,0,164.2859,244,3.649848,-1.654624,-8.004807,0
12:5:7:467,-0.1125488,-0.02954102,0.9307861,-0.1181641,0.07421875,1.15918,-2.781372,33.98209,-8.777771,176.6706,337.6718,424.3647,1216.986,213.8247,0,0,164.2859,246,4.189385,-1.728513,-7.16033,0
12:5:7:622,-0.08752441,-0.0715332,0.9519043,-0.1113281,0.01464844,1.149414,1.330872,32.883,-0.8673096,164.2859,597.7506,436.7494,1192.217,189.0553,0,0,164.2859,252,5.254216,-4.117655,-5.115758,0
12:5:7:653,-0.06945801,-0.1202393,0.9715576,-0.1025391,-0.03808594,1.147461,2.138367,33.60825,0.1420593,164.2859,610.1353,436.7494,1179.832,189.0553,0,0,164.2859,252,5.254216,-6.766591,-3.734402,0
12:5:7:733,-0.0826416,-0.1171875,0.9520264,-0.1376953,-0.04394531,1.155273,5.17395,38.01956,-13.51059,164.2859,560.5965,424.3647,1105.524,189.0553,0,0,164.2859,252,5.254216,-6.757549,-4.616095,0
12:5:7:811,-0.1693115,-0.1550293,0.9229736,-0.1640625,-0.125,1.136719,8.860016,40.08316,-0.6803894,151.9012,845.4448,424.3647,1093.139,213.8247,0,0,164.2859,252,5.254216,-8.63228,-9.544976,0
12:5:7:922,-0.2907715,0.2828369,1.590576,0.1835938,0.9052734,1.84668,7.753448,19.55185,-27.14081,139.5165,981.6765,411.98,1068.37,275.7483,0,0,164.2859,252,5.254216,5.726008,-5.902016,0
12:5:7:953,-0.2563477,0.2298584,1.474609,0.1748047,0.9619141,1.578125,0.927124,-3.521576,5.988922,139.5165,1006.446,411.98,1068.37,288.133,0,0,164.2859,252,5.254216,5.401827,-6.085834,0
12:5:7:985,-0.1870117,0.01647949,1.006592,0.1523438,0.984375,1.242188,-1.637421,-24.64355,15.97046,139.5165,981.6765,411.98,1068.37,275.7483,0,0,176.6706,252,2.556263,0.7866318,-10.29366,0
12:5:8:17,-0.1551514,-0.03283691,0.9622803,0.1494141,0.9492188,1.217773,-1.084137,-37.25693,16.89011,139.5165,944.5224,411.98,1068.37,263.3636,0,0,176.6706,252,0,-1.739689,-9.191637,0
12:5:8:49,-0.1173096,-0.03967285,0.8989258,0.08398438,0.7617188,1.240234,0.6430054,-54.04236,10.5423,151.9012,882.5989,399.5953,1068.37,250.9788,0,0,176.6706,254,0,-2.454886,-7.878506,0
12:5:8:81,-0.1671143,0.005126953,0.8457031,0.05371094,0.59375,1.261719,2.429962,-71.31378,-4.732819,151.9012,721.5977,374.8259,1055.985,238.5941,0,0,176.6706,254,0,0.3329255,-13.06119,0
12:5:8:386,0.3032227,0.04101563,1.162231,-0.2832031,-0.4453125,1.341797,-15.95551,-37.69806,-1.472931,176.6706,89.97765,362.4412,1006.446,213.8247,0,0,164.2859,252,0,1.420516,12.29064,0
