TS,HAx,HAy,HAz,BAx,BAy,BAz,Gx,Gy,Gz,f0,f1,f2,f3,f4,f5,f6,f7,V_US,V_LC,roll,pitch,sstat
14:51:19:204,-0.1412354,-0.02966309,1.007935,-0.1289063,0.015625,1.113281,-0.5458069,2.975769,7.693634,151.9012,28.05412,263.3636,795.9059,28.05412,0,0,114.7471,128,0,-1.468411,-7.692753,0
14:51:19:235,-0.130127,-0.0390625,1.00708,-0.1289063,0.01464844,1.109375,-0.1121521,2.938385,7.170258,151.9012,28.05412,263.3636,795.9059,28.05412,0,0,114.7471,128,0,-1.95506,-7.042939,0
14:51:19:267,-0.1022949,-0.04614258,0.9990234,-0.1240234,0.01855469,1.112305,0.8149719,3.04306,1.368256,151.9012,28.05412,263.3636,783.5212,28.05412,0,0,114.7471,128,0,-2.401276,-5.595171,0
14:51:19:299,-0.114502,-0.03356934,1.005371,-0.1269531,0.02441406,1.113281,1.368256,3.342133,-4.11972,151.9012,28.05412,263.3636,783.5212,28.05412,0,0,114.7471,134,0,-1.708751,-6.256944,0
14:51:19:331,-0.09619141,-0.02490234,1.009155,-0.125,0.03222656,1.117188,1.899109,3.641205,-7.342224,151.9012,28.05412,263.3636,795.9059,28.05412,0,0,114.7471,132,0,-1.279903,-5.267748,0
14:51:19:363,-0.07897949,-0.008666992,1.010864,-0.1367188,0.03710938,1.117188,2.115936,4.231873,-11.49185,151.9012,28.05412,263.3636,795.9059,28.05412,0,0,114.7471,128,0,-0.4510902,-4.382633,0
14:51:19:395,-0.04968262,-0.04675293,1.014648,-0.1289063,0.03417969,1.115234,2.362671,5.87677,-11.16287,151.9012,28.05412,263.3636,795.9059,40.43883,0,0,114.7471,128,0,-2.480621,-2.643017,0
14:51:19:427,-0.05273438,-0.05639648,1.004028,-0.1220703,0.02929688,1.117188,2.243042,6.504822,-11.58905,151.9012,28.05412,263.3636,795.9059,28.05412,0,0,114.7471,128,0,-3.043193,-2.836144,0
14:51:19:459,-0.03125,-0.08508301,1.012451,-0.125,0.02148438,1.117188,3.454285,8.800201,-12.19467,151.9012,28.05412,263.3636,783.5212,40.43883,0,0,114.7471,126,0,-4.605095,-1.612427,0
14:51:19:491,0.02172852,-0.02038574,0.9732666,-0.1396484,0.04296875,1.202148,5.345917,9.97406,-27.25296,151.9012,28.05412,250.9788,783.5212,40.43883,0,0,114.7471,126,0,-1.205235,1.286379,0
14:51:19:523,0.02172852,-0.02038574,1.132935,-0.06933594,0.1591797,1.131836,5.981445,12.76291,-42.70004,151.9012,28.05412,238.5941,783.5212,40.43883,0,0,114.7471,114,0,-0.8947748,0.9546834,0
