TS,HAx,HAy,HAz,BAx,BAy,BAz,Gx,Gy,Gz,f0,f1,f2,f3,f4,f5,f6,f7,V_US,V_LC,roll,pitch,sstat
12:2:2:598,-0.15625,-0.09362793,0.9888916,-0.1054688,-0.1132813,1.136719,-0.3439331,15.90317,30.53528,151.9012,28.05412,238.5941,820.6754,201.44,0,0,127.1318,16,0,-4.719233,-8.296336,0
12:2:2:630,-0.2069092,-0.1130371,1.00415,-0.1220703,-0.1328125,1.136719,-0.1046753,16.9574,29.77264,151.9012,28.05412,238.5941,820.6754,226.2094,0,0,127.1318,16,0,-5.314205,-10.45446,0
12:2:2:662,-0.2553711,-0.1229248,0.9825439,-0.1630859,-0.02832031,1.130859,2.444916,16.27701,25.3389,151.9012,28.05412,238.5941,820.6754,263.3636,0,0,127.1318,16,0,-5.750017,-13.20542,0
12:2:2:694,-0.2380371,-0.131958,0.9891357,-0.1425781,-0.04101563,1.105469,4.63562,15.20782,14.99847,151.9012,28.05412,238.5941,845.4448,288.133,0,0,127.1318,16,0,-6.191238,-12.09996,0
12:2:2:726,-0.2376709,-0.1114502,0.987915,-0.1328125,-0.03808594,1.131836,6.878662,13.77975,9.375916,151.9012,28.05412,250.9788,857.8295,300.5177,0,0,127.1318,16,0,-5.246803,-12.32885,0
12:2:2:758,-0.2246094,-0.06506348,1.03125,-0.1259766,-0.046875,1.154297,7.230072,13.16666,2.69165,151.9012,28.05412,250.9788,870.2142,300.5177,0,0,127.1318,14,0,-2.891653,-11.25629,0
12:2:2:790,-0.2578125,-0.0637207,1.01123,-0.1181641,-0.02441406,1.148438,7.716064,11.77597,-5.450592,151.9012,28.05412,238.5941,882.5989,312.9024,0,0,127.1318,14,0,-2.849046,-13.35095,0
12:2:2:822,-0.3156738,-0.09155273,0.9648438,-0.09765625,-0.0078125,1.105469,8.022614,7.28241,-1.398163,151.9012,28.05412,238.5941,894.9836,312.9024,0,0,127.1318,14,0,-4.200382,-17.15727,0
12:2:2:853,-0.2918701,-0.07531738,0.9796143,-0.09472656,-0.008789063,1.116211,8.112335,4.927216,0.2168274,151.9012,28.05412,238.5941,907.3683,325.2871,0,0,127.1318,14,0,-3.443964,-15.74901,0
12:2:2:885,-0.25354,-0.03466797,1.050659,-0.1035156,-0.05078125,1.178711,7.566528,1.375732,-2.257996,151.9012,28.05412,250.9788,919.753,325.2871,0,0,127.1318,14,0,-1.462988,-12.55414,0
12:2:2:917,-0.2751465,-0.007202148,1.010498,-0.1171875,-0.1259766,1.139648,6.886139,2.654266,4.216919,151.9012,28.05412,238.5941,932.1377,325.2871,0,0,127.1318,14,0,-0.3183395,-14.97983,0
12:2:2:949,-0.288208,-0.0324707,0.9595947,-0.06445313,0.005859375,1.084961,4.28421,-1.114044,9.682465,151.9012,28.05412,238.5941,932.1377,325.2871,0,0,127.1318,16,0,-1.538413,-16.82159,0
12:2:2:981,-0.3143311,-0.04260254,0.8293457,-0.06152344,-0.4375,1.014648,3.431854,-1.562653,9.473114,151.9012,28.05412,238.5941,932.1377,312.9024,0,0,127.1318,16,0,-2.434254,-23.28437,0
12:2:3:13,-0.3143311,-0.04260254,0.8293457,-0.08007813,-0.03125,1.100586,0.9196472,2.901001,13.59283,151.9012,28.05412,238.5941,932.1377,300.5177,0,0,127.1318,14,0,-2.434254,-23.28437,0
12:2:3:521,-0.3485107,-0.002197266,1.025757,-0.1132813,0.0703125,1.186523,-2.758942,-14.49753,-15.46951,151.9012,28.05412,238.5941,870.2142,275.7483,0,0,127.1318,16,0,-0.08988009,-18.29068,0
12:2:3:552,-0.3200684,0.01171875,1.017822,-0.1220703,0.046875,1.157227,-2.908478,-16.38168,-16.46393,151.9012,28.05412,238.5941,870.2142,275.7483,0,0,127.1318,16,0,0.495135,-16.988,0
