TS,HAx,HAy,HAz,BAx,BAy,BAz,Gx,Gy,Gz,f0,f1,f2,f3,f4,f5,f6,f7,V_US,V_LC,roll,pitch,sstat
10:57:55:580,-0.1153564,-0.009155273,0.9852295,-0.1845703,0.08398438,1.143555,0.2841187,1.921539,-0.6504822,176.6706,89.97765,535.8271,907.3683,77.59294,0,0,127.1318,18,0.878841,-0.4829925,-6.714569,0
10:57:55:612,-0.1230469,-0.01379395,1.044189,-0.1884766,0.09179688,1.136719,0.05233765,2.34024,-1.689758,176.6706,89.97765,548.2118,907.3683,77.59294,0,0,127.1318,18,1.443,-0.6513226,-6.358965,0
10:57:55:644,-0.0690918,-0.005615234,0.9515381,-0.1884766,0.0859375,1.139648,0.08972168,2.639313,-2.086029,176.6706,89.97765,548.2118,907.3683,77.59294,0,0,127.1318,18,1.443,-0.3301387,-4.336917,0
10:57:55:680,-0.09912109,-0.0222168,1.006348,-0.1875,0.1015625,1.141602,-0.4112244,3.349609,-3.259888,189.0553,89.97765,548.2118,919.753,77.59294,0,0,127.1318,18,1.443,-1.144715,-5.470736,0
10:57:55:708,-0.08056641,-0.005859375,0.9686279,-0.1953125,0.08886719,1.138672,-0.2243042,3.940277,-4.187012,176.6706,89.97765,560.5965,907.3683,77.59294,0,0,127.1318,18,1.443,-0.3295167,-4.87762,0
10:57:55:740,-0.08251953,-0.01416016,1.026611,-0.1914063,0.08984375,1.139648,-0.1121521,3.506622,-2.056122,176.6706,89.97765,560.5965,919.753,77.59294,0,0,127.1318,18,1.443,-0.7138677,-4.417833,0
10:57:55:772,-0.06640625,-0.01416016,0.9956055,-0.1884766,0.09472656,1.143555,-0.657959,4.815063,-1.472931,176.6706,89.97765,560.5965,919.753,77.59294,0,0,127.1318,18,2.002123,-0.7670582,-3.778909,0
10:57:55:804,-0.1038818,-0.03112793,1.034912,-0.1865234,0.0859375,1.139648,0,4.770203,-3.237457,176.6706,89.97765,560.5965,919.753,77.59294,0,0,127.1318,18,2.55627,-1.517614,-5.384336,0
10:57:55:836,-0.1351318,-0.03100586,1.036621,-0.1865234,0.08398438,1.143555,-0.1644897,4.792633,-2.893524,176.6706,89.97765,548.2118,919.753,77.59294,0,0,127.1318,18,2.55627,-1.46821,-6.968475,0
10:57:55:868,-0.1246338,-0.03259277,0.9892578,-0.1875,0.08984375,1.132813,-0.4037476,5.413208,-1.300964,189.0553,89.97765,548.2118,919.753,77.59294,0,0,127.1318,18,2.55627,-1.692146,-7.026296,0
10:57:55:900,-0.1337891,-0.03259277,0.9703369,-0.1914063,0.08105469,1.138672,0.1196289,5.353394,-2.930908,189.0553,89.97765,548.2118,919.753,77.59294,0,0,127.1318,18,2.55627,-1.736057,-7.820066,0
10:57:55:932,-0.1500244,-0.03234863,1.008789,-0.1953125,0.078125,1.148438,0.4785156,4.9646,-4.044952,176.6706,102.3624,560.5965,932.1377,77.59294,0,0,127.1318,18,2.55627,-1.586879,-8.131377,0
10:57:55:964,-0.1328125,-0.02722168,0.9854736,-0.1884766,0.078125,1.136719,0.4037476,4.411316,-3.140259,176.6706,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.105495,-1.412511,-7.577455,0
10:57:55:996,-0.1414795,-0.02624512,0.9952393,-0.203125,0.08105469,1.140625,0.7850647,3.962708,-3.065491,176.6706,89.97765,548.2118,932.1377,77.59294,0,0,127.1318,18,3.649848,-1.328172,-7.921798,0
10:57:56:28,-0.1239014,-0.01708984,0.9744873,-0.1923828,0.07714844,1.140625,0.7402039,3.424377,-3.357086,176.6706,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.649848,-0.9120342,-7.303631,0
10:57:56:60,-0.1295166,-0.01391602,0.9914551,-0.1894531,0.07714844,1.139648,0.5906677,3.491669,-4.957123,176.6706,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.649848,-0.7166629,-7.402374,0
10:57:56:92,-0.09875488,0.004516602,0.9241943,-0.1914063,0.07617188,1.138672,0.426178,3.469238,-4.276733,189.0553,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.649848,0.2715741,-6.56085,0
10:57:56:124,-0.1182861,-0.01281738,0.9956055,-0.1953125,0.07910156,1.139648,0.5757141,3.035583,-2.968292,189.0553,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.105495,-0.6618643,-6.719005,0
10:57:56:156,-0.1242676,-0.02709961,1.043457,-0.1884766,0.08496094,1.140625,0.4187012,2.811279,-4.07486,189.0553,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.105495,-1.279757,-6.354314,0
10:57:56:188,-0.1246338,-0.03015137,1.04895,-0.2001953,0.078125,1.146484,0.4187012,3.872986,-3.663635,176.6706,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.105495,-1.410037,-6.291546,0
10:57:56:220,-0.1246338,-0.03015137,1.04895,-0.1972656,0.08398438,1.140625,0.7775879,3.72345,-2.803802,189.0553,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.105495,-1.410037,-6.291546,0
10:57:56:252,-0.08300781,-0.01403809,0.9613037,-0.1855469,0.09667969,1.143555,0.5308533,4.321594,-3.476715,189.0553,89.97765,560.5965,932.1377,77.59294,0,0,127.1318,18,3.105495,-0.7985909,-5.056419,0
